filename	condition_code	description	item_code
local_sent_child_e.wav	6	local_noswitch_child	6020
local_sent_chili_e.wav	6	local_noswitch_chili	6021
local_sent_clothes_e.wav	6	local_noswitch_clothes	6022
local_sent_coat_e.wav	6	local_noswitch_coat	6023
local_sent_company_e.wav	6	local_noswitch_company	6024
local_sent_computer_e.wav	6	local_noswitch_computer	6025
local_sent_cookie_e.wav	6	local_noswitch_cookie	6026
local_sent_corn_e.wav	6	local_noswitch_corn	6027
local_sent_country_e.wav	6	local_noswitch_country	6028
local_sent_cucumber_e.wav	6	local_noswitch_cucumber	6029
local_sent_direction_e.wav	6	local_noswitch_direction	6030
local_sent_earphones_e.wav	6	local_noswitch_earphones	6031
local_sent_egg_e.wav	6	local_noswitch_egg	6032
local_sent_eggtart_e.wav	6	local_noswitch_eggtart	6033
local_sent_elephant_e.wav	6	local_noswitch_elephant	6034
local_sent_essay_e.wav	6	local_noswitch_essay	6035
local_sent_event_e.wav	6	local_noswitch_event	6036
local_sent_eye_e.wav	6	local_noswitch_eye	6037
local_sent_family_e.wav	6	local_noswitch_family	6038
local_sent_finger_e.wav	6	local_noswitch_finger	6039
local_sent_friedrice_e.wav	6	local_noswitch_friedrice	6040
local_sent_friend_e.wav	6	local_noswitch_friend	6041
local_sent_frog_e.wav	6	local_noswitch_frog	6042
local_sent_game_e.wav	6	local_noswitch_game	6043
local_sent_garbage_e.wav	6	local_noswitch_garbage	6044
local_sent_garden_e.wav	6	local_noswitch_garden	6045
local_sent_garlic_e.wav	6	local_noswitch_garlic	6046
local_sent_gift_e.wav	6	local_noswitch_gift	6047
local_sent_grapes_e.wav	6	local_noswitch_grapes	6048
local_sent_greentea_e.wav	6	local_noswitch_greentea	6049
local_sent_hanger_e.wav	6	local_noswitch_hanger	6050
local_sent_homework_e.wav	6	local_noswitch_homework	6051
local_sent_honey_e.wav	6	local_noswitch_honey	6052
local_sent_hotel_e.wav	6	local_noswitch_hotel	6053
local_sent_hotpot_e.wav	6	local_noswitch_hotpot	6054
local_sent_house_e.wav	6	local_noswitch_house	6055
local_sent_key_e.wav	6	local_noswitch_key	6056
local_sent_language_e.wav	6	local_noswitch_language	6057
local_sent_law_e.wav	6	local_noswitch_law	6058
local_sent_letter_e.wav	6	local_noswitch_letter	6059
local_sent_luggage_e.wav	6	local_noswitch_luggage	6060
local_sent_lunchbox_e.wav	6	local_noswitch_lunchbox	6061
local_sent_man_e.wav	6	local_noswitch_man	6062
local_sent_milk_e.wav	6	local_noswitch_milk	6063
local_sent_moon_e.wav	6	local_noswitch_moon	6064
local_sent_movie_e.wav	6	local_noswitch_movie	6065
local_sent_mushrooms_e.wav	6	local_noswitch_mushrooms	6066
local_sent_music_e.wav	6	local_noswitch_music	6067
local_sent_newspaper_e.wav	6	local_noswitch_newspaper	6068
local_sent_noodle_e.wav	6	local_noswitch_noodle	6069
local_sent_number_e.wav	6	local_noswitch_number	6070
local_sent_peacock_e.wav	6	local_noswitch_peacock	6071
local_sent_peak_e.wav	6	local_noswitch_peak	6072
local_sent_pencil_e.wav	6	local_noswitch_pencil	6073
local_sent_pepper_e.wav	6	local_noswitch_pepper	6074
local_sent_phone_e.wav	6	local_noswitch_phone	6075
local_sent_photo_e.wav	6	local_noswitch_photo	6076
local_sent_piano_e.wav	6	local_noswitch_piano	6077
local_sent_picnic_e.wav	6	local_noswitch_picnic	6078
local_sent_plant_e.wav	6	local_noswitch_plant	6079
local_sent_plate_e.wav	6	local_noswitch_plate	6080
local_sent_potato_e.wav	6	local_noswitch_potato	6081
local_sent_quality_e.wav	6	local_noswitch_quality	6082
local_sent_question_e.wav	6	local_noswitch_question	6083
local_sent_radish_e.wav	6	local_noswitch_radish	6084
local_sent_raincoat_e.wav	6	local_noswitch_raincoat	6085
local_sent_residence_e.wav	6	local_noswitch_residence	6086
local_sent_riddle_e.wav	6	local_noswitch_riddle	6087
local_sent_rocks_e.wav	6	local_noswitch_rocks	6088
local_sent_room_e.wav	6	local_noswitch_room	6089
local_sent_ruler_e.wav	6	local_noswitch_ruler	6090
local_sent_scarf_e.wav	6	local_noswitch_scarf	6091
local_sent_shoes_e.wav	6	local_noswitch_shoes	6092
local_sent_soccer_e.wav	6	local_noswitch_soccer	6093
local_sent_spider_e.wav	6	local_noswitch_spider	6094
local_sent_spoon_e.wav	6	local_noswitch_spoon	6095
local_sent_squirrel_e.wav	6	local_noswitch_squirrel	6096
local_sent_stairs_e.wav	6	local_noswitch_stairs	6097
local_sent_story_e.wav	6	local_noswitch_story	6098
local_sent_student_e.wav	6	local_noswitch_student	6099
local_sent_subway_e.wav	6	local_noswitch_subway	6100
local_sent_sun_e.wav	6	local_noswitch_sun	6101
local_sent_table_e.wav	6	local_noswitch_table	6102
local_sent_teacher_e.wav	6	local_noswitch_teacher	6103
local_sent_thing_e.wav	6	local_noswitch_thing	6104
local_sent_time_e.wav	6	local_noswitch_time	6105
local_sent_tomato_e.wav	6	local_noswitch_tomato	6106
local_sent_toothpaste_e.wav	6	local_noswitch_toothpaste	6107
local_sent_towel_e.wav	6	local_noswitch_towel	6108
local_sent_toy_e.wav	6	local_noswitch_toy	6109
local_sent_train_e.wav	6	local_noswitch_train	6110
local_sent_TV_e.wav	6	local_noswitch_TV	6111
local_sent_umbrella_e.wav	6	local_noswitch_umbrella	6112
local_sent_vegetables_e.wav	6	local_noswitch_vegetables	6113
local_sent_watch_e.wav	6	local_noswitch_watch	6114
local_sent_weekend_e.wav	6	local_noswitch_weekend	6115
local_sent_whiteboard_e.wav	6	local_noswitch_whiteboard	6116
local_sent_window_e.wav	6	local_noswitch_window	6117
local_sent_woman_e.wav	6	local_noswitch_woman	6118
local_sent_work_e.wav	6	local_noswitch_work	6119
local_sent_world_e.wav	6	local_noswitch_world	6120
mando_sent_address.wav	7	mando_switched_address	7001
mando_sent_afternoon.wav	7	mando_switched_afternoon	7002
mando_sent_airport.wav	7	mando_switched_airport	7003
mando_sent_animals.wav	7	mando_switched_animals	7004
mando_sent_ants.wav	7	mando_switched_ants	7005
mando_sent_apple.wav	7	mando_switched_apple	7006
mando_sent_backpack.wav	7	mando_switched_backpack	7007
mando_sent_balcony.wav	7	mando_switched_balcony	7008
mando_sent_banana.wav	7	mando_switched_banana	7009
mando_sent_beverage.wav	7	mando_switched_beverage	7010
mando_sent_bookshelf.wav	7	mando_switched_bookshelf	7011
mando_sent_bookstore.wav	7	mando_switched_bookstore	7012
mando_sent_bottle.wav	7	mando_switched_bottle	7013
mando_sent_breakfast.wav	7	mando_switched_breakfast	7014
mando_sent_butter.wav	7	mando_switched_butter	7015
mando_sent_butterfly.wav	7	mando_switched_butterfly	7016
mando_sent_cake.wav	7	mando_switched_cake	7017
mando_sent_calendar.wav	7	mando_switched_calendar	7018
mando_sent_camera.wav	7	mando_switched_camera	7019
mando_sent_child.wav	7	mando_switched_child	7020
mando_sent_chili.wav	7	mando_switched_chili	7021
mando_sent_clothes.wav	7	mando_switched_clothes	7022
mando_sent_coat.wav	7	mando_switched_coat	7023
mando_sent_company.wav	7	mando_switched_company	7024
mando_sent_computer.wav	7	mando_switched_computer	7025
mando_sent_cookie.wav	7	mando_switched_cookie	7026
mando_sent_corn.wav	7	mando_switched_corn	7027
mando_sent_country.wav	7	mando_switched_country	7028
mando_sent_cucumber.wav	7	mando_switched_cucumber	7029
mando_sent_direction.wav	7	mando_switched_direction	7030
mando_sent_earphones.wav	7	mando_switched_earphones	7031
mando_sent_egg.wav	7	mando_switched_egg	7032
mando_sent_eggtart.wav	7	mando_switched_eggtart	7033
mando_sent_elephant.wav	7	mando_switched_elephant	7034
mando_sent_essay.wav	7	mando_switched_essay	7035
mando_sent_event.wav	7	mando_switched_event	7036
mando_sent_eye.wav	7	mando_switched_eye	7037
mando_sent_family.wav	7	mando_switched_family	7038
mando_sent_finger.wav	7	mando_switched_finger	7039
mando_sent_friedrice.wav	7	mando_switched_friedrice	7040
mando_sent_friend.wav	7	mando_switched_friend	7041
mando_sent_frog.wav	7	mando_switched_frog	7042
mando_sent_game.wav	7	mando_switched_game	7043
mando_sent_garbage.wav	7	mando_switched_garbage	7044
mando_sent_garden.wav	7	mando_switched_garden	7045
mando_sent_garlic.wav	7	mando_switched_garlic	7046
mando_sent_gift.wav	7	mando_switched_gift	7047
mando_sent_grapes.wav	7	mando_switched_grapes	7048
mando_sent_greentea.wav	7	mando_switched_greentea	7049
mando_sent_hanger.wav	7	mando_switched_hanger	7050
mando_sent_homework.wav	7	mando_switched_homework	7051
mando_sent_honey.wav	7	mando_switched_honey	7052
mando_sent_hotel.wav	7	mando_switched_hotel	7053
mando_sent_hotpot.wav	7	mando_switched_hotpot	7054
mando_sent_house.wav	7	mando_switched_house	7055
mando_sent_key.wav	7	mando_switched_key	7056
mando_sent_language.wav	7	mando_switched_language	7057
mando_sent_law.wav	7	mando_switched_law	7058
mando_sent_letter.wav	7	mando_switched_letter	7059
mando_sent_luggage.wav	7	mando_switched_luggage	7060
mando_sent_lunchbox.wav	7	mando_switched_lunchbox	7061
mando_sent_man.wav	7	mando_switched_man	7062
mando_sent_milk.wav	7	mando_switched_milk	7063
mando_sent_moon.wav	7	mando_switched_moon	7064
mando_sent_movie.wav	7	mando_switched_movie	7065
mando_sent_mushrooms.wav	7	mando_switched_mushrooms	7066
mando_sent_music.wav	7	mando_switched_music	7067
mando_sent_newspaper.wav	7	mando_switched_newspaper	7068
mando_sent_noodles.wav	7	mando_switched_noodles	7069
mando_sent_number.wav	7	mando_switched_number	7070
mando_sent_peacock.wav	7	mando_switched_peacock	7071
mando_sent_peak.wav	7	mando_switched_peak	7072
mando_sent_pencil.wav	7	mando_switched_pencil	7073
mando_sent_pepper.wav	7	mando_switched_pepper	7074
mando_sent_phone.wav	7	mando_switched_phone	7075
mando_sent_photo.wav	7	mando_switched_photo	7076
mando_sent_piano.wav	7	mando_switched_piano	7077
mando_sent_picnic.wav	7	mando_switched_picnic	7078
mando_sent_plants.wav	7	mando_switched_plants	7079
mando_sent_plate.wav	7	mando_switched_plate	7080
mando_sent_potato.wav	7	mando_switched_potato	7081
mando_sent_quality.wav	7	mando_switched_quality	7082
mando_sent_question.wav	7	mando_switched_question	7083
mando_sent_radish.wav	7	mando_switched_radish	7084
mando_sent_raincoat.wav	7	mando_switched_raincoat	7085
mando_sent_residence.wav	7	mando_switched_residence	7086
mando_sent_riddles.wav	7	mando_switched_riddles	7087
mando_sent_rocks.wav	7	mando_switched_rocks	7088
mando_sent_room.wav	7	mando_switched_room	7089
mando_sent_ruler.wav	7	mando_switched_ruler	7090
mando_sent_scarf.wav	7	mando_switched_scarf	7091
mando_sent_shoes.wav	7	mando_switched_shoes	7092
mando_sent_soccer.wav	7	mando_switched_soccer	7093
mando_sent_spider.wav	7	mando_switched_spider	7094
mando_sent_spoon.wav	7	mando_switched_spoon	7095
mando_sent_squirrel.wav	7	mando_switched_squirrel	7096
mando_sent_staircase.wav	7	mando_switched_staircase	7097
mando_sent_story.wav	7	mando_switched_story	7098
mando_sent_student.wav	7	mando_switched_student	7099
mando_sent_subway.wav	7	mando_switched_subway	7100
mando_sent_sun.wav	7	mando_switched_sun	7101
mando_sent_table.wav	7	mando_switched_table	7102
mando_sent_teacher.wav	7	mando_switched_teacher	7103
mando_sent_thing.wav	7	mando_switched_thing	7104
mando_sent_time.wav	7	mando_switched_time	7105
mando_sent_tomato.wav	7	mando_switched_tomato	7106
mando_sent_toothpaste.wav	7	mando_switched_toothpaste	7107
mando_sent_towel.wav	7	mando_switched_towel	7108
mando_sent_toy.wav	7	mando_switched_toy	7109
mando_sent_train.wav	7	mando_switched_train	7110
